timestamp,pv_production,wind_production,consumption,battery_charge,battery_discharge,hydrogen_charge,hydrogen_discharge,grid_import,curtailment,battery_level,hydrogen_level,total_production,total_consumption,Status,Attack_Description,Original_Value
1/1/2020 13:00,0.0,40.59,26.51468889,14.075311110000005,0.0,0.0,0.0,0.0,0.0,11.964014443500004,0.0,40.59,26.51468889,Normal,,
1/1/2020 14:00,0.0,67.86,28.32696,39.53304,0.0,0.0,0.0,0.0,0.0,45.5670984435,0.0,67.86,28.32696,Normal,,
1/1/2020 15:00,0.0,116.68,23.68220667,92.99779333000001,0.0,0.0,0.0,0.0,0.0,124.615222774,0.0,116.68,23.68220667,Normal,,
1/1/2020 16:00,0.0,120.22,25.35478222,94.86521778,0.0,0.0,0.0,0.0,0.0,205.250657887,0.0,120.22,25.35478222,Normal,,
1/1/2020 17:00,0.0,109.86,23.86194222,85.99805778,0.0,0.0,0.0,0.0,0.0,278.349007,0.0,109.86,23.86194222,Normal,,
1/1/2020 18:00,0.0,71.79,36.87287778,34.91712222,0.0,0.0,0.0,0.0,0.0,308.02856088699997,0.0,71.79,36.87287778,Normal,,
1/1/2020 19:00,0.0,55.29,56.87612,0.0,1.586120000000001,0.0,0.0,0.0,0.0,306.1625373575882,0.0,55.29,56.87612,Normal,,
1/1/2020 20:00,0.0,14.8,23.77333556,0.0,8.973335559999999,0.0,0.0,0.0,0.0,295.6056719928823,0.0,14.8,23.77333556,Normal,,
1/1/2020 21:00,0.0,5.78,20.89379333,0.0,15.11379333,0.0,0.0,0.0,0.0,277.82473866347055,0.0,5.78,20.89379333,Normal,,
1/1/2020 22:00,0.0,9.8,19.51656889,0.0,9.716568889999998,0.0,0.0,0.0,0.0,266.3934811458235,0.0,9.8,19.51656889,Normal,,
1/1/2020 23:00,0.0,4.58,19.83178222,0.0,15.25178222,0.0,0.0,0.0,0.0,248.4502079458235,0.0,4.58,19.83178222,Normal,,
1/2/2020 0:00,0.0,21.06,13.06596,7.994039999999998,0.0,0.0,0.0,0.0,0.0,255.24514194582352,0.0,21.06,13.06596,Normal,,
1/2/2020 1:00,0.0,13.21,13.91483,0.0,0.7048299999999994,0.0,0.0,0.0,0.0,254.41593018111763,0.0,13.21,13.91483,Normal,,
